case,primary_nm,secondary_nm,time_h,shell,A,S,C,R,B,T,U,V,W,P,Q,L,E,D,X,LA,LS,J,H,beta_nm_per_copy,initial_cell_weight,optical_weight,damage_in_per_h,repair_per_h,hazard_per_h,commitment_flux_per_h,permeabilization_flux_per_h,delivery_per_initial_cell_per_h
primary_excess,1000.0,3.0,6.0,3,995.2877665283727,0.0008958072703853157,2.9891399948547495,0.32600697650883825,290.3227305228389,0.8491601520738488,69.88112779513239,172.30093967651268,0.4597222451679062,3.8132084138576987,0.0011776391542474224,0.9999999986096653,1.2670335345165275e-09,1.2330160890274144e-10,0.0,35.68892317972832,0.08902064698315564,4.288758933430672,1.213735387688685e-10,0.004151347667934616,0.7037037037037037,1.0,0.0005691374348935575,3.401155247848331e-05,2.150702832212144e-09,2.1507028292219473e-09,2.1117225575275457e-10,1.279324224195689
primary_excess,1000.0,3.0,12.0,1,993.1194239970856,0.0008975226625820905,2.979588866158054,0.27212001584206136,241.8322401949165,0.7149419844762595,35.39290037084917,218.28405563522946,0.5842678120650234,9.207233679057813,0.005616281678090991,0.9999996866402154,2.6094365452755925e-07,5.241612985811661e-08,0.0,102.94715584499109,0.2405909058248888,11.59097840362708,5.077128809449624e-08,0.004151347667934616,0.037037037037037035,0.7,0.0013607992921132494,0.00016220457543330202,2.3328644445839243e-07,2.3328637135580245e-07,4.349060908792654e-08,1.6259121094294622
primary_excess,1000.0,3.0,12.0,2,993.9150024698483,0.0008986149693178557,2.9838805092814975,0.27115608598570395,241.1689142026569,0.715557335868812,34.910408066128205,218.6513524370552,0.5994901316086939,9.773113700814536,0.006145916291736596,0.9999995757455994,3.5143534662925986e-07,7.281905466254009e-08,0.0,104.42469558010995,0.2571713250260619,12.389775349941248,7.046859436091226e-08,0.004151347667934616,0.25925925925925924,0.85,0.0014428561471350858,0.000177501022898944,3.057049850855075e-07,3.057048553888223e-07,5.857255777154331e-08,1.6682730835727786
primary_excess,1000.0,3.0,12.0,3,995.4996865223002,0.0009005734755337129,2.9922114754886198,0.27012824898023335,240.6361555083773,0.7183968782581904,34.52469979889529,218.9259273424963,0.6244095599059185,10.65526729679378,0.006957589557379348,0.9999993595260132,5.271255654417878e-07,1.1334842181760081e-07,0.0,105.62149839092798,0.28289946840402835,13.629283357265862,1.0956725593235778e-07,0.004151347667934616,0.7037037037037037,1.0,0.0015704364281333945,0.00020094306604961717,4.435254194192396e-07,4.4352513535274595e-07,8.785426090696463e-08,1.7376193651783234
primary_excess,1000.0,3.0,24.0,1,993.621251268353,0.00090014748902565,2.98358740300861,0.22506284239521077,199.64939775986122,0.596751161552318,8.675433605888152,217.3143267876922,0.6314177577924356,19.743703615770215,0.02646449799853485,0.999917026681464,5.532574661924725e-05,2.764757191662394e-05,0.0,257.5118735678771,0.6747678120127136,32.50837395406236,2.565163322649511e-05,0.004151347667934616,0.037037037037037035,0.7,0.0028273569637341,0.0007643246738591144,2.4403176368536376e-05,2.440115155601026e-05,9.220957769874542e-06,1.7571219179010087
primary_excess,1000.0,3.0,24.0,2,994.2885569944785,0.0009006551723967798,2.9868268032629235,0.2246240396397489,199.38231936961824,0.5967361496138813,8.557857693042463,217.1190245755338,0.6352284783372956,20.210918429373177,0.027598560702558884,0.9999036598404988,6.375660719874679e-05,3.2583552303361556e-05,0.0,258.9815049738727,0.697084477868473,33.583526778680394,3.018594823091799e-05,0.004151347667934616,0.25925925925925924,0.85,0.0028895681003642676,0.0007970776891037997,2.767596875042745e-05,2.7673302443183684e-05,1.0626101199791131e-05,1.7677264669649742
primary_excess,1000.0,3.0,24.0,3,995.621593624915,0.0009016168792988957,2.9932452556184215,0.22409190895382963,199.16671167182375,0.5974891992854304,8.463814354090392,216.9564389876021,0.6422858842170066,20.969466354570145,0.029378257845741506,0.9998799848876572,7.860354462884722e-05,4.1411567714293416e-05,0.0,260.1693351067521,0.7326301694090861,35.29601604163327,3.8286093649227024e-05,0.004151347667934616,0.7037037037037037,1.0,0.002990307835227095,0.0008484773581474506,3.3381126780542144e-05,3.337712054086145e-05,1.3100590771474538e-05,1.7873659566716296
primary_excess,1000.0,3.0,48.0,1,993.6797338308673,0.0009010040878462312,2.984535000045941,0.18854987160896944,164.72385793390055,0.4945142533095593,0.5767371241311027,178.4195729288093,0.5340380617509772,25.591132149705313,0.07123494483802384,0.9951137510987522,0.0019580776751505842,0.002928171226096548,0.0,531.0768160042512,1.4829521548045805,71.44437293262817,0.00240904698115526,0.004151347667934616,0.037037037037037035,0.7,0.0034762609363917125,0.002057345882159144,0.0004741367567182244,0.0004718200065116688,0.00032634627919176404,1.4861317593866001
primary_excess,1000.0,3.0,48.0,2,994.3082065377658,0.000901326822742386,2.9874521621499968,0.1883223032526641,164.6172184357001,0.49441145416085736,0.5696866978230984,178.27402506954687,0.5341499534450674,25.73851520665112,0.07236265370669935,0.9947848825123069,0.0020676233207090945,0.0031474941669848676,0.0,532.2836619852214,1.506926490032761,72.59938750360018,0.002582373535846264,0.004151347667934616,0.25925925925925924,0.85,0.0034915342833281558,0.002089915391443097,0.0004969183318285095,0.0004943268443462353,0.0003446038867848491,1.486443133822448
primary_excess,1000.0,3.0,48.0,3,995.5650583498486,0.000901966736215002,2.9932830039162006,0.18799713263086,164.5310709234575,0.49457227033883244,0.5639992682054777,178.1561721844644,0.534783838449645,25.9998443258083,0.07419951318475244,0.9942241936154613,0.0022534763920576987,0.0035223299924812697,0.0,533.2592810737858,1.5460775912081397,74.48557504109719,0.002878134516738974,0.004151347667934616,0.7037037037037037,1.0,0.0035191041207863413,0.002142965973455485,0.0005355552676186274,0.0005324620040846424,0.00037557939867628314,1.4882071216438648
