case,order,secondary_nm,primary_nm,time_h,permeability_fluorescence,committed_fraction,membrane_compromised_cumulative,atp_proxy,caspase_proxy,ldh_proxy,surface_complex_copies,internalized_complex_copies,payload_copies,delivered_payload_cumulative,core_committed,rim_committed
transport,secondary_first,100.0,0.01,24.0,0.0,0.0,0.0,0.99998192,0.0,0.0,1.46571542,0.99276069,0.06833221,0.09068076,0.0,0.0
transport,secondary_first,100.0,0.01,48.0,0.0,0.0,0.0,0.99982786,0.0,0.0,2.17775772,1.98963199,0.26677889,0.52204688,0.0,0.0
transport,secondary_first,100.0,0.01,72.0,3e-08,4e-08,3e-08,0.99959371,2e-08,2e-08,2.48101558,2.429142,0.40982518,1.14304923,0.0,6e-08
transport,secondary_first,100.0,0.026101572156825372,24.0,0.0,0.0,0.0,0.99995283,0.0,0.0,3.82574181,2.59126617,0.1783578,0.23669078,0.0,0.0
transport,secondary_first,100.0,0.026101572156825372,48.0,1e-08,3e-08,1e-08,0.99955117,2e-08,1e-08,5.68428978,5.19325015,0.69633304,1.36262326,0.0,4e-08
transport,secondary_first,100.0,0.026101572156825372,72.0,4.9e-07,7.6e-07,4.7e-07,0.99894173,3e-07,3.8e-07,6.475838,6.34044084,1.06970675,2.98353591,0.0,1.08e-06
transport,secondary_first,100.0,0.06812920690579614,24.0,0.0,0.0,0.0,0.99987692,0.0,0.0,9.98579086,6.76359014,0.4655418,0.61780058,0.0,0.0
transport,secondary_first,100.0,0.06812920690579614,48.0,2.4e-07,5.2e-07,2.3e-07,0.99883163,2.9e-07,2e-07,14.83686333,13.55518484,1.81753883,3.5566579,0.0,7.4e-07
transport,secondary_first,100.0,0.06812920690579614,72.0,8.6e-06,1.333e-05,8.17e-06,0.99724848,5.17e-06,6.58e-06,16.90291883,16.54951126,2.79210134,7.78749079,0.0,1.895e-05
transport,secondary_first,100.0,0.1778279410038923,24.0,0.0,0.0,0.0,0.99967909,0.0,0.0,26.06439586,17.65402695,1.21513387,1.61255315,0.0,1e-08
transport,secondary_first,100.0,0.1778279410038923,48.0,4.23e-06,9.05e-06,4.02e-06,0.99696953,5.03e-06,3.57e-06,38.72640242,35.38103779,4.7440485,9.28341316,0.0,1.286e-05
transport,secondary_first,100.0,0.1778279410038923,72.0,0.00014737,0.00022778,0.00014,0.99281862,8.778e-05,0.00011261,44.11906561,43.19663364,7.28780075,20.32650913,0.0,0.00032369
transport,secondary_first,100.0,0.464158883361278,24.0,1e-08,6e-08,1e-08,0.99916478,5e-08,1e-08,68.03169146,46.07956149,3.17168264,4.20900464,0.0,9e-08
transport,secondary_first,100.0,0.464158883361278,48.0,7.219e-05,0.00015361,6.858e-05,0.99218269,8.503e-05,6.084e-05,101.08101524,92.34924312,12.38261711,24.23100447,0.0,0.00021828
transport,secondary_first,100.0,0.464158883361278,72.0,0.00237856,0.00364121,0.00225963,0.98017749,0.00138158,0.00181103,115.15627522,112.74870296,19.02212332,53.05492721,0.0,0.00517435
transport,secondary_first,100.0,1.2115276586285888,24.0,2.4e-07,1.1e-06,2.3e-07,0.99783592,8.7e-07,2.2e-07,177.5703066,120.27316559,8.27851397,10.98607986,0.0,1.56e-06
transport,secondary_first,100.0,1.2115276586285888,48.0,0.00115312,0.00241834,0.00109546,0.97966907,0.00132288,0.00096971,263.83052766,241.04040163,32.31994324,63.24561443,0.0,0.00343659
transport,secondary_first,100.0,1.2115276586285888,72.0,0.0320399,0.04740786,0.03043791,0.92993948,0.01696995,0.02409389,300.56624022,294.28292937,49.6494163,138.47854972,0.0,0.06736907
transport,secondary_first,100.0,3.1622776601683795,24.0,4.16e-06,1.864e-05,3.95e-06,0.99445542,1.469e-05,3.79e-06,463.46484326,313.91992778,21.60769088,28.67481502,0.0,2.649e-05
transport,secondary_first,100.0,3.1622776601683795,48.0,0.01529692,0.03060562,0.01453208,0.94173783,0.01607354,0.01277418,688.59189405,629.11410245,84.35566388,165.07323765,0.0,0.04349219
transport,secondary_first,100.0,3.1622776601683795,72.0,0.23397993,0.30497473,0.22228094,0.71950342,0.0826938,0.16650719,784.45728292,768.06270405,129.58363217,361.42887369,0.0,0.43338515
transport,secondary_first,100.0,8.25404185268019,24.0,6.688e-05,0.00029439,6.354e-05,0.98615889,0.00023086,6.082e-05,1209.56057598,819.296814,56.39582771,74.84170837,0.0,0.00041835
transport,secondary_first,100.0,8.25404185268019,48.0,0.11690345,0.20023979,0.11105828,0.81357414,0.08918151,0.09508436,1796.99311243,1641.80482926,220.14950609,430.81164357,0.0,0.28455127
transport,secondary_first,100.0,8.25404185268019,72.0,0.55071041,0.59732705,0.52317489,0.44095998,0.07415216,0.33540519,2047.06578279,2004.31650631,338.16770353,943.22876761,0.0,0.84883313
transport,secondary_first,100.0,21.544346900318843,24.0,0.00092427,0.00388687,0.00087806,0.96713989,0.00300881,0.00083893,3155.92580705,2137.85286145,147.17536151,195.31961822,0.0,0.00552344
transport,secondary_first,100.0,21.544346900318843,48.0,0.33953906,0.45872933,0.32256211,0.60016705,0.13616722,0.25855268,4687.73338096,4283.13801778,574.37319799,1124.05348236,0.0,0.65187851
transport,secondary_first,100.0,21.544346900318843,72.0,0.67899377,0.67650691,0.64504414,0.33956357,0.03146277,0.33680592,5339.19851288,5227.98312744,882.14510519,2460.72953918,0.0,0.9613509
transport,secondary_first,100.0,56.23413251903491,24.0,0.00894421,0.03332184,0.008497,0.92723835,0.02482484,0.00807612,8224.11284244,5573.7846722,383.9544541,509.63537424,0.0,0.04735208
transport,secondary_first,100.0,56.23413251903491,48.0,0.50943778,0.58960565,0.48396591,0.45951099,0.10563975,0.35515652,12204.50349017,11154.14420999,1496.40403604,2929.28367934,0.0,0.83786025
transport,secondary_first,100.0,56.23413251903491,72.0,0.71464569,0.69339356,0.67891504,0.31240506,0.01447851,0.29686636,13888.15121992,13602.97915957,2296.40793278,6408.72083302,0.0,0.98532006
transport,secondary_first,100.0,146.77992676220705,24.0,0.04723052,0.13551604,0.044869,0.85397619,0.09064704,0.042034,16687.21306792,12263.94298029,922.35951932,1245.79646851,0.0,0.19257542
transport,secondary_first,100.0,146.77992676220705,48.0,0.59583488,0.63953357,0.56604553,0.39292069,0.07348804,0.38114104,21062.31327363,20488.46277323,2944.53081713,6013.16689086,0.0,0.90874561
transport,secondary_first,100.0,146.77992676220705,72.0,0.73664822,0.72489402,0.70156584,0.27086597,0.02332818,0.27386018,18543.26574327,19478.75292326,3754.28849501,11635.07604212,0.0,0.99213471
transport,secondary_first,100.0,383.1186849557293,24.0,0.07227396,0.18252779,0.06866033,0.822223,0.11386745,0.06365145,10359.19265287,10190.33130829,963.82322381,1360.00623063,0.0,0.25937656
transport,secondary_first,100.0,383.1186849557293,48.0,0.6605263,0.75100121,0.63591943,0.29567687,0.11508179,0.42899046,9711.93860761,9976.34517322,1753.25611206,4164.82420408,3.71e-06,0.91787435
transport,secondary_first,100.0,383.1186849557293,72.0,0.92507583,0.93976848,0.91198094,0.07303477,0.02778753,0.38993566,8634.74328161,9116.17269811,1863.59819177,6829.00121316,0.00836982,0.99261966
transport,secondary_first,100.0,1000.0,24.0,0.06364681,0.15945933,0.06049968,0.83127679,0.09895965,0.0559472,5155.40696891,5537.65533783,624.45082896,928.96310987,1e-08,0.22493098
transport,secondary_first,100.0,1000.0,48.0,0.6995787,0.80743335,0.68357916,0.2506936,0.12385419,0.47171945,3843.95241335,4261.87385998,864.9732067,2280.02454953,0.06771863,0.89638934
transport,secondary_first,100.0,1000.0,72.0,0.95276797,0.97373379,0.94764987,0.04035405,0.02608393,0.40156467,3427.31348714,3626.4656807,790.13950493,3359.86100821,0.76388738,0.98946233
transport,precomplexed,0.1,0.01,24.0,0.0,0.0,0.0,0.9999898,0.0,0.0,0.47550127,0.3500536,0.02943403,0.04255319,0.0,0.0
transport,precomplexed,0.1,0.01,48.0,0.0,0.0,0.0,0.99993806,0.0,0.0,0.68912692,0.63346185,0.08816255,0.18327277,0.0,0.0
transport,precomplexed,0.1,0.01,72.0,0.0,0.0,0.0,0.9998658,0.0,0.0,0.78200084,0.76675281,0.13059067,0.37989311,0.0,0.0
transport,precomplexed,0.1,0.026101572156825372,24.0,0.0,0.0,0.0,0.99997416,0.0,0.0,1.20305975,0.88618191,0.07454851,0.10778441,0.0,0.0
transport,precomplexed,0.1,0.026101572156825372,48.0,0.0,0.0,0.0,0.99984333,0.0,0.0,1.74123233,1.60104917,0.22295794,0.46366524,0.0,0.0
transport,precomplexed,0.1,0.026101572156825372,72.0,2e-08,3e-08,2e-08,0.99966096,1e-08,1e-08,1.97536694,1.93698255,0.32999578,0.96046003,0.0,4e-08
transport,precomplexed,0.1,0.06812920690579614,24.0,0.0,0.0,0.0,0.99993752,0.0,0.0,2.89958739,2.13922509,0.18018573,0.26057424,0.0,0.0
transport,precomplexed,0.1,0.06812920690579614,48.0,1e-08,2e-08,1e-08,0.99962254,1e-08,1e-08,4.18152349,3.84796959,0.53671338,1.11732409,0.0,3e-08
transport,precomplexed,0.1,0.06812920690579614,72.0,2.5e-07,3.7e-07,2.4e-07,0.99918569,1.4e-07,1.9e-07,4.73998278,4.64885255,0.79265512,2.3102774,0.0,5.3e-07
transport,precomplexed,0.1,0.1778279410038923,24.0,0.0,0.0,0.0,0.99986454,0.0,0.0,6.22900733,4.61504494,0.3900668,0.56443103,0.0,0.0
transport,precomplexed,0.1,0.1778279410038923,48.0,1e-07,2e-07,1e-07,0.9991894,1e-07,8e-08,8.89778452,8.20571425,1.14939045,2.39949245,0.0,2.8e-07
transport,precomplexed,0.1,0.1778279410038923,72.0,2.43e-06,3.65e-06,2.31e-06,0.99826373,1.34e-06,1.83e-06,10.06171742,9.87473715,1.68757287,4.93729478,0.0,5.19e-06
transport,precomplexed,0.1,0.464158883361278,24.0,0.0,0.0,0.0,0.99976115,0.0,0.0,10.74548623,8.0375624,0.68498255,0.99268495,0.0,0.0
transport,precomplexed,0.1,0.464158883361278,48.0,5.3e-07,1.04e-06,5e-07,0.99859947,5.4e-07,4.4e-07,15.05366019,13.94566461,1.97103832,4.1401838,0.0,1.47e-06
transport,precomplexed,0.1,0.464158883361278,72.0,1.223e-05,1.826e-05,1.162e-05,0.99704036,6.64e-06,9.17e-06,16.92741958,16.63904528,2.85802671,8.4308959,0.0,2.595e-05
transport,precomplexed,0.1,1.2115276586285888,24.0,0.0,1e-08,0.0,0.99967175,0.0,0.0,14.27434429,10.81843412,0.93413008,1.35745394,0.0,1e-08
transport,precomplexed,0.1,1.2115276586285888,48.0,1.28e-06,2.51e-06,1.22e-06,0.99812954,1.29e-06,1.06e-06,19.55642021,18.21386869,2.60326137,5.51391134,0.0,3.57e-06
transport,precomplexed,0.1,1.2115276586285888,72.0,2.827e-05,4.192e-05,2.686e-05,0.99611069,1.506e-05,2.113e-05,21.83752615,21.50877422,3.71769361,11.08339884,0.0,5.957e-05
transport,precomplexed,0.1,3.1622776601683795,24.0,0.0,1e-08,0.0,0.99962099,1e-08,0.0,15.98872365,12.23891403,1.06945119,1.55875667,0.0,1e-08
transport,precomplexed,0.1,3.1622776601683795,48.0,1.87e-06,3.64e-06,1.78e-06,0.99789202,1.86e-06,1.55e-06,21.59684762,20.18444069,2.90767372,6.19907982,0.0,5.17e-06
transport,precomplexed,0.1,3.1622776601683795,72.0,3.962e-05,5.846e-05,3.764e-05,0.99566741,2.082e-05,2.954e-05,24.0047633,23.67544821,4.10957064,12.34638684,0.0,8.308e-05
transport,precomplexed,0.1,8.25404185268019,24.0,0.0,1e-08,0.0,0.99959751,1e-08,0.0,16.66443728,12.82271822,1.12868186,1.64871241,0.0,1e-08
transport,precomplexed,0.1,8.25404185268019,48.0,2.17e-06,4.2e-06,2.06e-06,0.99779405,2.14e-06,1.79e-06,22.36021626,20.93277563,3.02754222,6.47842038,0.0,5.97e-06
transport,precomplexed,0.1,8.25404185268019,72.0,4.492e-05,6.61e-05,4.267e-05,0.99549378,2.343e-05,3.344e-05,24.797884,24.47387381,4.25702239,12.84140684,0.0,9.394e-05
transport,precomplexed,0.1,21.544346900318843,24.0,0.0,1e-08,0.0,0.99958743,1e-08,0.0,16.91714715,13.04834091,1.15283096,1.68615343,0.0,2e-08
transport,precomplexed,0.1,21.544346900318843,48.0,2.29e-06,4.44e-06,2.18e-06,0.9977559,2.26e-06,1.89e-06,22.6300134,21.20210401,3.07226928,6.58611232,0.0,6.31e-06
transport,precomplexed,0.1,21.544346900318843,72.0,4.704e-05,6.914e-05,4.468e-05,0.99542949,2.446e-05,3.5e-05,25.06708335,24.74859206,4.30929909,13.0249051,0.0,9.825e-05
transport,precomplexed,0.1,56.23413251903491,24.0,0.0,1e-08,0.0,0.99958339,1e-08,0.0,16.99605475,13.12605199,1.16191341,1.70060659,0.0,2e-08
transport,precomplexed,0.1,56.23413251903491,48.0,2.34e-06,4.52e-06,2.22e-06,0.99774325,2.3e-06,1.93e-06,22.664577,21.25535151,3.08463558,6.62005135,0.0,6.43e-06
transport,precomplexed,0.1,56.23413251903491,72.0,4.763e-05,6.995e-05,4.525e-05,0.99541477,2.469e-05,3.543e-05,25.01485096,24.72873643,4.31418623,13.06447087,0.0,9.94e-05
transport,precomplexed,0.1,146.77992676220705,24.0,0.0,1e-08,0.0,0.99958278,1e-08,0.0,16.69521274,13.03986853,1.16054019,1.70015567,0.0,2e-08
transport,precomplexed,0.1,146.77992676220705,48.0,2.15e-06,4.03e-06,2.04e-06,0.99787108,1.99e-06,1.76e-06,16.28088288,16.53307628,2.69678128,6.0657914,0.0,5.73e-06
transport,precomplexed,0.1,146.77992676220705,72.0,3.184e-05,4.408e-05,3.025e-05,0.99621929,1.383e-05,2.303e-05,16.17670832,16.52492374,3.15646857,10.65460108,0.0,6.263e-05
transport,precomplexed,0.1,383.1186849557293,24.0,0.0,1e-08,0.0,0.99966168,0.0,0.0,8.28528443,7.57361436,0.82103129,1.26405319,0.0,1e-08
transport,precomplexed,0.1,383.1186849557293,48.0,4.9e-07,8.4e-07,4.7e-07,0.99870945,3.8e-07,4e-07,8.54813142,8.79202886,1.48633885,3.59461573,0.0,1.19e-06
transport,precomplexed,0.1,383.1186849557293,72.0,4.62e-06,6.11e-06,4.4e-06,0.99790138,1.71e-06,3.23e-06,8.10078584,8.37397795,1.65143023,5.97394809,0.0,8.44e-06
transport,precomplexed,0.1,1000.0,24.0,0.0,0.0,0.0,0.99981588,0.0,0.0,3.82623983,3.66176842,0.41768432,0.66160182,0.0,0.0
transport,precomplexed,0.1,1000.0,48.0,5e-08,8e-08,5e-08,0.99937894,3e-08,4e-08,3.48858514,3.65380516,0.66321453,1.69664507,0.0,1.1e-07
transport,precomplexed,0.1,1000.0,72.0,3.9e-07,5.1e-07,3.7e-07,0.99906699,1.3e-07,2.7e-07,3.2902548,3.41498362,0.69053722,2.67395232,3e-08,6.6e-07
transport,precomplexed,3.0,0.01,24.0,0.0,0.0,0.0,0.99996198,0.0,0.0,1.60602608,1.22894659,0.10725109,0.1562452,0.0,0.0
transport,precomplexed,3.0,0.01,48.0,0.0,0.0,0.0,0.9997871,0.0,0.0,2.16394876,2.02389171,0.29174748,0.62194988,0.0,1e-08
transport,precomplexed,3.0,0.01,72.0,4e-08,6e-08,4e-08,0.9995629,2e-08,3e-08,2.40107699,2.3693822,0.41168977,1.23769583,0.0,9e-08
transport,precomplexed,3.0,0.026101572156825372,24.0,0.0,0.0,0.0,0.99990084,0.0,0.0,4.19059234,3.20655824,0.27982494,0.4076482,0.0,0.0
transport,precomplexed,3.0,0.026101572156825372,48.0,3e-08,7e-08,3e-08,0.99944522,3e-08,3e-08,5.64661406,5.28109665,0.76125896,1.62281836,0.0,9e-08
transport,precomplexed,3.0,0.026101572156825372,72.0,7.3e-07,1.08e-06,6.9e-07,0.99886189,3.9e-07,5.4e-07,6.26543889,6.18271626,1.07425931,3.22954847,0.0,1.53e-06
transport,precomplexed,3.0,0.06812920690579614,24.0,0.0,0.0,0.0,0.99974168,0.0,0.0,10.92848148,8.36141665,0.72957554,1.06280615,0.0,0.0
transport,precomplexed,3.0,0.06812920690579614,48.0,6e-07,1.17e-06,5.7e-07,0.99855781,6e-07,4.9e-07,14.72723317,13.77354449,1.98528815,4.23187317,0.0,1.66e-06
transport,precomplexed,3.0,0.06812920690579614,72.0,1.275e-05,1.883e-05,1.211e-05,0.99704199,6.71e-06,9.51e-06,16.3416481,16.1257682,2.80179427,8.4224772,0.0,2.675e-05
transport,precomplexed,3.0,0.1778279410038923,24.0,1e-08,5e-08,1e-08,0.9993293,3e-08,1e-08,28.45646153,21.76624996,1.89855136,2.76544803,0.0,6e-08
transport,precomplexed,3.0,0.1778279410038923,48.0,1.035e-05,2.011e-05,9.83e-06,0.99627051,1.028e-05,8.55e-06,38.35961552,35.8730028,5.16967688,11.01783637,0.0,2.858e-05
transport,precomplexed,3.0,0.1778279410038923,72.0,0.00021628,0.00031832,0.00020547,0.99226034,0.00011285,0.00016109,42.56765808,42.0044726,7.29752827,21.9330304,0.0,0.00045235
transport,precomplexed,3.0,0.464158883361278,24.0,2.2e-07,7.8e-07,2.1e-07,0.99827474,5.7e-07,2e-07,73.74784193,56.36671809,4.91183863,7.15281805,0.0,1.11e-06
transport,precomplexed,3.0,0.464158883361278,48.0,0.00017092,0.00033037,0.00016238,0.99042193,0.00016799,0.00014104,99.50027785,93.03102568,13.3995433,28.54369264,0.0,0.00046947
transport,precomplexed,3.0,0.464158883361278,72.0,0.00339082,0.00494394,0.00322128,0.97818588,0.00172266,0.00251501,110.43850297,108.9708522,18.9271951,56.85677109,0.0,0.0070256
transport,precomplexed,3.0,1.2115276586285888,24.0,3.47e-06,1.211e-05,3.3e-06,0.99569866,8.81e-06,3.11e-06,187.40478029,142.9061446,12.41855029,18.07183738,0.0,1.721e-05
transport,precomplexed,3.0,1.2115276586285888,48.0,0.00245438,0.00467427,0.00233166,0.97513423,0.00234261,0.00201982,253.59714733,236.94246757,34.06895775,72.46597689,0.0,0.00664239
transport,precomplexed,3.0,1.2115276586285888,72.0,0.04150782,0.05853834,0.03943243,0.92025638,0.01910592,0.03034622,281.68867129,277.88498589,48.22671383,144.63199738,0.0,0.08318606
transport,precomplexed,3.0,3.1622776601683795,24.0,3.245e-05,0.0001123,3.082e-05,0.99097433,8.148e-05,2.904e-05,404.3683362,307.491036,26.65022752,38.76123491,0.0,0.00015958
transport,precomplexed,3.0,3.1622776601683795,48.0,0.01899902,0.0348526,0.01804907,0.93895673,0.01680353,0.01552778,550.69507592,513.68693887,73.64230495,156.33264732,0.0,0.04952738
transport,precomplexed,3.0,3.1622776601683795,72.0,0.21079647,0.27117944,0.20025665,0.74467876,0.07092279,0.1471813,613.30194027,604.55328065,104.70612898,313.10359087,0.0,0.38536026
transport,precomplexed,3.0,8.25404185268019,24.0,6.483e-05,0.00022207,6.158e-05,0.98871011,0.00016048,5.799e-05,493.5498611,379.16083414,33.29637962,48.60133573,0.0,0.00031557
transport,precomplexed,3.0,8.25404185268019,48.0,0.03210388,0.05738217,0.03049868,0.9196129,0.02688348,0.02609814,663.55414643,620.8854295,89.69041506,191.69989185,0.0,0.08154308
transport,precomplexed,3.0,8.25404185268019,72.0,0.28625462,0.35375792,0.27194188,0.67436353,0.08181604,0.19466087,736.37338082,726.61137951,126.30942197,380.53926454,0.0,0.50270862
transport,precomplexed,3.0,21.544346900318843,24.0,7.373e-05,0.00025141,7.004e-05,0.98825416,0.00018137,6.593e-05,506.79164816,390.80175964,34.51451994,50.47466188,0.0,0.00035726
transport,precomplexed,3.0,21.544346900318843,48.0,0.03471471,0.06168492,0.03297897,0.91613103,0.02870595,0.02818258,678.13080797,635.2936902,92.0397512,197.27239285,0.0,0.08765751
transport,precomplexed,3.0,21.544346900318843,72.0,0.2974008,0.3652006,0.28253076,0.66425286,0.08266985,0.20125698,751.24583847,741.67484634,129.1295877,390.21987214,0.0,0.51896927
transport,precomplexed,3.0,56.23413251903491,24.0,7.66e-05,0.00026071,7.277e-05,0.98811967,0.00018794,6.849e-05,509.80406171,393.70389937,34.84808714,51.00324699,0.0,0.00037048
transport,precomplexed,3.0,56.23413251903491,48.0,0.03540929,0.06279979,0.03363882,0.91523154,0.02916097,0.0287334,679.93470031,637.62607358,92.52797872,198.56888616,0.0,0.08924181
transport,precomplexed,3.0,56.23413251903491,72.0,0.29984921,0.36759425,0.28485675,0.66204104,0.0827375,0.20263481,750.63384961,741.97695724,129.42978257,391.90968009,0.0,0.52237075
transport,precomplexed,3.0,146.77992676220705,24.0,7.727e-05,0.00026259,7.34e-05,0.98809813,0.00018919,6.908e-05,501.34324737,391.31701225,34.81911752,51.00759793,0.0,0.00037316
transport,precomplexed,3.0,146.77992676220705,48.0,0.03347188,0.05832489,0.03179829,0.91901514,0.0265266,0.02706749,490.09393661,497.99660933,81.17556797,182.41706706,0.0,0.08288266
transport,precomplexed,3.0,146.77992676220705,72.0,0.25706495,0.31322778,0.24421763,0.70237099,0.06901015,0.17204056,486.49446714,497.10431354,94.99680519,320.53493703,0.0,0.44498447
transport,precomplexed,3.0,383.1186849557293,24.0,5.075e-05,0.00015954,4.821e-05,0.99022038,0.00011133,4.514e-05,248.82376012,227.54271288,24.66740986,37.97372905,0.0,0.00022671
transport,precomplexed,3.0,383.1186849557293,48.0,0.0099446,0.01649421,0.00945224,0.95643526,0.00704197,0.00790276,256.83254844,264.12058506,44.64337908,107.97071926,0.0,0.02331931
transport,precomplexed,3.0,383.1186849557293,72.0,0.07464831,0.09506376,0.07123945,0.88005791,0.0238243,0.0508115,243.25700787,251.48548515,49.60291666,179.44057694,1.209e-05,0.12999505
transport,precomplexed,3.0,1000.0,24.0,8.3e-06,2.426e-05,7.89e-06,0.99457531,1.637e-05,7.33e-06,114.8538021,109.92567426,12.53878339,19.86100769,0.0,3.433e-05
transport,precomplexed,3.0,1000.0,48.0,0.00113863,0.00188065,0.00108832,0.98121647,0.00079233,0.00090509,104.69898763,109.66525555,19.90757029,50.92973856,1.196e-05,0.00254633
transport,precomplexed,3.0,1000.0,72.0,0.00859953,0.01115948,0.00827702,0.96597556,0.00288246,0.00592754,98.73447663,102.48157886,20.72467329,80.26020774,0.0006997,0.01439584
transport,precomplexed,100.0,0.01,24.0,0.0,0.0,0.0,0.99995809,0.0,0.0,1.7055564,1.31714508,0.11661999,0.17071171,0.0,0.0
transport,precomplexed,100.0,0.01,48.0,0.0,0.0,0.0,0.9997719,0.0,0.0,2.27884526,2.13562804,0.30972581,0.66461701,0.0,1e-08
transport,precomplexed,100.0,0.01,72.0,5e-08,7e-08,5e-08,0.99953659,3e-08,4e-08,2.5239939,2.49196793,0.4340286,1.31301864,0.0,1e-07
transport,precomplexed,100.0,0.026101572156825372,24.0,0.0,0.0,0.0,0.99989066,0.0,0.0,4.4517685,3.43795348,0.30439639,0.44558417,0.0,0.0
transport,precomplexed,100.0,0.026101572156825372,48.0,4e-08,8e-08,4e-08,0.99940543,4e-08,4e-08,5.94813899,5.57431858,0.8084324,1.73475495,0.0,1.2e-07
transport,precomplexed,100.0,0.026101572156825372,72.0,8.8e-07,1.3e-06,8.4e-07,0.99879311,4.6e-07,6.6e-07,6.58801191,6.50441765,1.13288348,3.42718512,0.0,1.85e-06
transport,precomplexed,100.0,0.06812920690579614,24.0,0.0,0.0,0.0,0.99971483,0.0,0.0,11.61979987,8.97359295,0.79452054,1.16304206,0.0,1e-08
transport,precomplexed,100.0,0.06812920690579614,48.0,7.5e-07,1.46e-06,7.2e-07,0.99845318,7.4e-07,6.2e-07,15.5255569,14.54983236,2.11013345,4.52797494,0.0,2.07e-06
transport,precomplexed,100.0,0.06812920690579614,72.0,1.546e-05,2.273e-05,1.468e-05,0.99686038,8.05e-06,1.15e-05,17.1957212,16.97753253,2.95699902,8.94547496,0.0,3.23e-05
transport,precomplexed,100.0,0.1778279410038923,24.0,2e-08,6e-08,2e-08,0.9992573,5e-08,2e-08,30.32939245,23.4224158,2.07381837,3.0357112,0.0,9e-08
transport,precomplexed,100.0,0.1778279410038923,48.0,1.312e-05,2.532e-05,1.246e-05,0.99599054,1.285e-05,1.082e-05,40.52397278,37.97719688,5.5077617,11.81868539,0.0,3.598e-05
transport,precomplexed,100.0,0.1778279410038923,72.0,0.00026348,0.00038609,0.0002503,0.99174888,0.00013578,0.00019576,44.88331126,44.31381758,7.71819809,23.34900475,0.0,0.00054865
transport,precomplexed,100.0,0.464158883361278,24.0,3.2e-07,1.1e-06,3e-07,0.99807225,8e-07,2.9e-07,79.16381024,61.13562734,5.41293382,7.92359989,0.0,1.57e-06
transport,precomplexed,100.0,0.464158883361278,48.0,0.00022105,0.00042386,0.00021,0.98961463,0.00021387,0.00018207,105.77281423,99.12547126,14.37597386,30.84832444,0.0,0.00060233
transport,precomplexed,100.0,0.464158883361278,72.0,0.00418583,0.00606959,0.00397654,0.9762294,0.00209305,0.00309531,117.15097307,115.66460436,20.14549324,60.94394388,0.0,0.0086252
transport,precomplexed,100.0,1.2115276586285888,24.0,5.5e-06,1.893e-05,5.23e-06,0.99503786,1.371e-05,4.92e-06,206.62526903,159.56989499,14.12823823,20.68125889,0.0,2.69e-05
transport,precomplexed,100.0,1.2115276586285888,48.0,0.00341114,0.00642076,0.00324058,0.97191258,0.00318018,0.00279971,276.07587519,258.72621636,37.52261912,80.51693187,0.0,0.00912424
transport,precomplexed,100.0,1.2115276586285888,72.0,0.05328293,0.07424347,0.05061878,0.90654456,0.02362469,0.03870588,305.77203762,301.89309043,52.58137292,159.06892144,0.0,0.10550388
transport,precomplexed,100.0,3.1622776601683795,24.0,9.032e-05,0.00030694,8.58e-05,0.98745641,0.00022113,8.075e-05,539.29177996,416.47659283,36.87430445,53.97727128,0.0,0.00043617
transport,precomplexed,100.0,3.1622776601683795,48.0,0.04038396,0.07113821,0.03836476,0.90859242,0.03277345,0.03272568,720.54720098,675.26848438,97.93341242,210.14761428,0.0,0.10109114
transport,precomplexed,100.0,3.1622776601683795,72.0,0.32245365,0.39095616,0.30633097,0.64151766,0.08462519,0.21615771,798.04044906,787.92077826,137.23498876,415.16458997,0.0,0.55556927
transport,precomplexed,100.0,8.25404185268019,24.0,0.00131125,0.00430407,0.00124569,0.96916317,0.00305839,0.00116987,1407.40121364,1086.8823358,96.22882894,140.85971542,0.0,0.00611631
transport,precomplexed,100.0,8.25404185268019,48.0,0.22532381,0.32793034,0.21405762,0.71205104,0.11387273,0.17412474,1880.35055039,1762.21404448,255.5746026,548.41559467,0.0,0.46600628
transport,precomplexed,100.0,8.25404185268019,72.0,0.61672169,0.63831454,0.58588561,0.38953812,0.05242894,0.3375026,2082.48454701,2056.10764145,358.12795756,1083.42618936,0.0,0.90707846
transport,precomplexed,100.0,21.544346900318843,24.0,0.0138545,0.04105602,0.01316177,0.92525509,0.02789425,0.01228209,3671.6637078,2835.43023162,251.0189439,367.42640182,0.0,0.05834277
transport,precomplexed,100.0,21.544346900318843,48.0,0.46984477,0.55658272,0.44635254,0.49603336,0.11023018,0.3291623,4904.88726186,4596.92180637,666.71449703,1430.62676856,0.0,0.79093327
transport,precomplexed,100.0,21.544346900318843,72.0,0.70483991,0.6884645,0.66959804,0.32094836,0.01886646,0.30391376,5431.34196252,5362.81379465,934.15293656,2826.15868784,0.0,0.97834224
transport,precomplexed,100.0,56.23413251903491,24.0,0.07372465,0.1740307,0.07003842,0.83165778,0.10399228,0.06422289,9560.98801508,7382.19663051,653.22997925,955.94919672,0.0,0.24730678
transport,precomplexed,100.0,56.23413251903491,48.0,0.60024464,0.64007499,0.57023248,0.39355043,0.06984251,0.37571092,12765.70892942,11966.4331392,1735.72029963,3724.06628724,0.0,0.90957873
transport,precomplexed,100.0,56.23413251903491,72.0,0.72617973,0.69809644,0.68987433,0.30406192,0.0082221,0.25835831,14124.12810955,13949.91467408,2430.89952525,7355.54150058,0.0,0.99197231
