case,order,secondary_nm,primary_nm,time_h,permeability_fluorescence,committed_fraction,membrane_compromised_cumulative,atp_proxy,caspase_proxy,ldh_proxy,surface_complex_copies,internalized_complex_copies,payload_copies,delivered_payload_cumulative,core_committed,rim_committed
poor_release,simultaneous,0.1,0.464158883361278,48.0,2e-08,3e-08,2e-08,0.99953902,2e-08,1e-08,839.56019743,815.23593466,0.6152829,1.33200477,0.0,5e-08
poor_release,simultaneous,0.1,0.464158883361278,72.0,3.2e-07,4.6e-07,3.1e-07,0.99910889,1.6e-07,2.4e-07,841.95298795,859.05146325,0.79209946,2.5057438,0.0,6.6e-07
poor_release,simultaneous,0.1,1.2115276586285888,24.0,0.0,0.0,0.0,0.99988359,0.0,0.0,892.6151777,717.88284913,0.32454182,0.47452766,0.0,0.0
poor_release,simultaneous,0.1,1.2115276586285888,48.0,4e-08,7e-08,4e-08,0.99940251,4e-08,3e-08,1000.94594208,988.58056498,0.7701007,1.7089262,0.0,1.1e-07
poor_release,simultaneous,0.1,1.2115276586285888,72.0,6.3e-07,8.9e-07,6e-07,0.99889717,2.9e-07,4.6e-07,978.45206267,1005.95861452,0.94837253,3.10415041,0.0,1.26e-06
poor_release,simultaneous,0.1,3.1622776601683795,24.0,0.0,0.0,0.0,0.99987239,0.0,0.0,803.05042678,694.1255657,0.3372094,0.50265566,0.0,0.0
poor_release,simultaneous,0.1,3.1622776601683795,48.0,3e-08,6e-08,3e-08,0.99943412,3e-08,3e-08,790.58492585,807.96995892,0.67655031,1.58259225,0.0,9e-08
poor_release,simultaneous,0.1,3.1622776601683795,72.0,4e-07,5.4e-07,3.8e-07,0.99904868,1.6e-07,2.9e-07,746.44362306,775.558258,0.76208293,2.68396806,0.0,7.5e-07
poor_release,simultaneous,0.1,8.25404185268019,24.0,0.0,0.0,0.0,0.99989721,0.0,0.0,477.21231124,452.37451561,0.24706086,0.38182248,0.0,0.0
poor_release,simultaneous,0.1,8.25404185268019,48.0,1e-08,2e-08,1e-08,0.99962803,1e-08,1e-08,413.84090596,439.20935583,0.40215268,1.01453901,0.0,2e-08
poor_release,simultaneous,0.1,8.25404185268019,72.0,8e-08,1e-07,8e-08,0.99944061,3e-08,5e-08,377.39551078,396.36565125,0.40920665,1.59170771,2e-08,1.3e-07
poor_release,simultaneous,0.1,21.544346900318843,24.0,0.0,0.0,0.0,0.99994072,0.0,0.0,207.5609733,212.19483994,0.1296713,0.20835567,0.0,0.0
poor_release,simultaneous,0.1,21.544346900318843,48.0,0.0,0.0,0.0,0.99981868,0.0,0.0,174.42339161,187.36874901,0.18115652,0.48748658,0.0,0.0
poor_release,simultaneous,0.1,21.544346900318843,72.0,1e-08,1e-08,1e-08,0.99974621,0.0,1e-08,158.54652977,166.69525513,0.17554502,0.73140683,1e-08,1e-08
poor_release,simultaneous,0.1,56.23413251903491,24.0,0.0,0.0,0.0,0.99997269,0.0,0.0,83.24378129,87.55076515,0.05655659,0.09311041,0.0,0.0
poor_release,simultaneous,0.1,56.23413251903491,48.0,0.0,0.0,0.0,0.99992308,0.0,0.0,69.19875449,74.65202039,0.07393899,0.20573898,0.0,0.0
poor_release,simultaneous,0.1,56.23413251903491,72.0,0.0,0.0,0.0,0.9998958,0.0,0.0,62.91538478,66.14761713,0.07021114,0.30264155,0.0,0.0
poor_release,simultaneous,0.1,146.77992676220705,24.0,0.0,0.0,0.0,0.99998868,0.0,0.0,32.408582,34.50208729,0.0228619,0.03807803,0.0,0.0
poor_release,simultaneous,0.1,146.77992676220705,48.0,0.0,0.0,0.0,0.99996926,0.0,0.0,26.86422936,29.02154475,0.02904087,0.08207056,0.0,0.0
poor_release,simultaneous,0.1,146.77992676220705,72.0,0.0,0.0,0.0,0.99995894,0.0,0.0,24.43521491,25.68799624,0.02735048,0.11971073,0.0,0.0
poor_release,simultaneous,0.1,383.1186849557293,24.0,0.0,0.0,0.0,0.99999552,0.0,0.0,12.48995661,13.36041029,0.00894576,0.01497145,0.0,0.0
poor_release,simultaneous,0.1,383.1186849557293,48.0,0.0,0.0,0.0,0.99998802,0.0,0.0,10.34447378,11.18057331,0.01123365,0.03194934,0.0,0.0
poor_release,simultaneous,0.1,383.1186849557293,72.0,0.0,0.0,0.0,0.9999841,0.0,0.0,9.41112286,9.89310655,0.01054588,0.04644631,0.0,0.0
poor_release,simultaneous,0.1,1000.0,24.0,0.0,0.0,0.0,0.99999827,0.0,0.0,4.79571548,5.13908037,0.0034541,0.00579045,0.0,0.0
poor_release,simultaneous,0.1,1000.0,48.0,0.0,0.0,0.0,0.99999538,0.0,0.0,3.97081691,4.29248766,0.00431932,0.01231284,0.0,0.0
poor_release,simultaneous,0.1,1000.0,72.0,0.0,0.0,0.0,0.99999388,0.0,0.0,3.61289028,3.79782484,0.00405014,0.01787808,0.0,0.0
poor_release,simultaneous,3.0,0.01,24.0,0.0,0.0,0.0,0.99998531,0.0,0.0,108.02299957,86.59184962,0.03981929,0.05882934,0.0,0.0
poor_release,simultaneous,3.0,0.01,48.0,0.0,0.0,0.0,0.99992638,0.0,0.0,129.53649506,125.34788345,0.09547223,0.21116541,0.0,0.0
poor_release,simultaneous,3.0,0.01,72.0,0.0,0.0,0.0,0.99986063,0.0,0.0,132.24299906,134.1430829,0.12290773,0.39296745,0.0,0.0
poor_release,simultaneous,3.0,0.026101572156825372,24.0,0.0,0.0,0.0,0.99996168,0.0,0.0,281.70615646,225.85088386,0.10386893,0.15345862,0.0,0.0
poor_release,simultaneous,3.0,0.026101572156825372,48.0,0.0,0.0,0.0,0.99980807,0.0,0.0,337.61895976,326.75725222,0.24893757,0.55066923,0.0,0.0
poor_release,simultaneous,3.0,0.026101572156825372,72.0,2e-08,3e-08,2e-08,0.99963692,1e-08,2e-08,344.54652515,349.53763528,0.32034076,1.02448373,0.0,5e-08
poor_release,simultaneous,3.0,0.06812920690579614,24.0,0.0,0.0,0.0,0.99990015,0.0,0.0,733.56578443,588.35309408,0.27066015,0.39989298,0.0,0.0
poor_release,simultaneous,3.0,0.06812920690579614,48.0,2e-08,5e-08,2e-08,0.99950069,2e-08,2e-08,877.84423014,849.98602841,0.64797275,1.43384374,0.0,7e-08
poor_release,simultaneous,3.0,0.06812920690579614,72.0,4.1e-07,5.9e-07,3.9e-07,0.99905682,2e-07,3e-07,894.97911624,908.22564505,0.8329098,2.66562029,0.0,8.4e-07
poor_release,simultaneous,3.0,0.1778279410038923,24.0,0.0,0.0,0.0,0.99974068,0.0,0.0,1902.54055641,1527.57315921,0.70326107,1.03913558,0.0,0.0
poor_release,simultaneous,3.0,0.1778279410038923,48.0,4.2e-07,8e-07,4e-07,0.99870798,4e-07,3.5e-07,2267.36889595,2198.14318873,1.67867631,3.71796837,0.0,1.13e-06
poor_release,simultaneous,3.0,0.1778279410038923,72.0,7.09e-06,1.01e-05,6.73e-06,0.99756571,3.37e-06,5.19e-06,2305.37438976,2341.50565092,2.15123658,6.89814487,0.0,1.435e-05
poor_release,simultaneous,3.0,0.464158883361278,24.0,1e-08,4e-08,1e-08,0.99933274,3e-08,1e-08,4875.47182242,3926.73100745,1.81160922,2.67741368,0.0,6e-08
poor_release,simultaneous,3.0,0.464158883361278,48.0,7.04e-06,1.32e-05,6.69e-06,0.99670445,6.51e-06,5.77e-06,5739.5029463,5585.03109076,4.28749914,9.52115998,0.0,1.874e-05
poor_release,simultaneous,3.0,0.464158883361278,72.0,0.00011363,0.00016109,0.00010796,0.99378852,5.312e-05,8.303e-05,5788.28084525,5894.23136023,5.44498281,17.56099175,1e-08,0.00022866
poor_release,simultaneous,3.0,1.2115276586285888,24.0,1.9e-07,6.5e-07,1.8e-07,0.99834117,4.7e-07,1.7e-07,11941.9389983,9719.68846964,4.51428641,6.67585908,0.0,9.3e-07
poor_release,simultaneous,3.0,1.2115276586285888,48.0,0.00010021,0.00018548,9.521e-05,0.99196451,9.027e-05,8.192e-05,13444.9641343,13262.97077495,10.3752062,23.25338119,0.0,0.00026332
poor_release,simultaneous,3.0,1.2115276586285888,72.0,0.00146189,0.00203783,0.00138924,0.98441228,0.00064859,0.001059,13180.29504666,13541.46342965,12.75700197,42.0065461,1.7e-07,0.00288887
poor_release,simultaneous,3.0,3.1622776601683795,24.0,1.51e-06,5.06e-06,1.43e-06,0.99669731,3.63e-06,1.35e-06,21554.95790506,18500.87922284,8.90502375,13.24149938,0.0,7.18e-06
poor_release,simultaneous,3.0,3.1622776601683795,48.0,0.00059422,0.00105542,0.00056492,0.98508619,0.00049049,0.00048158,20894.25064844,21448.65499398,18.01186953,42.04765404,2.1e-07,0.00149093
poor_release,simultaneous,3.0,3.1622776601683795,72.0,0.00641841,0.00856447,0.00611391,0.97056639,0.00245056,0.00453153,19626.73863128,20424.20891568,20.15638498,71.1485459,1.618e-05,0.01191443
poor_release,simultaneous,3.0,8.25404185268019,24.0,1.24e-06,3.83e-06,1.18e-06,0.99690369,2.66e-06,1.1e-06,14659.92755587,13857.22727993,7.54786342,11.64935659,0.0,5.39e-06
poor_release,simultaneous,3.0,8.25404185268019,48.0,0.00024073,0.00040796,0.00023094,0.98872933,0.00017702,0.0001936,12607.08144923,13430.71785408,12.32245911,31.05260755,1.649e-05,0.00053721
poor_release,simultaneous,3.0,8.25404185268019,72.0,0.0019828,0.00261408,0.00192178,0.98177054,0.00069231,0.00138909,11418.47686552,12018.47468046,12.46768843,48.6218715,0.00050385,0.00320923
poor_release,simultaneous,3.0,21.544346900318843,24.0,2.1e-07,6.3e-07,2e-07,0.99820792,4.2e-07,1.9e-07,6266.28715102,6428.42409019,3.93885264,6.33091736,5e-08,8.1e-07
poor_release,simultaneous,3.0,21.544346900318843,48.0,2.838e-05,4.757e-05,2.771e-05,0.99455753,1.986e-05,2.301e-05,5248.19617615,5643.66155771,5.47263753,14.75844216,1.76e-05,5.568e-05
poor_release,simultaneous,3.0,21.544346900318843,72.0,0.00020354,0.00026754,0.00020032,0.99229155,6.722e-05,0.00014246,4766.90095786,5013.23142936,5.28727063,22.0986701,0.00015185,0.00029756
poor_release,simultaneous,3.0,56.23413251903491,24.0,2e-08,6e-08,2e-08,0.99917892,4e-08,2e-08,2499.73614037,2631.93341967,1.70291302,2.80497026,2e-08,7e-08
poor_release,simultaneous,3.0,56.23413251903491,48.0,2.24e-06,3.74e-06,2.22e-06,0.99769788,1.53e-06,1.83e-06,2076.94138982,2241.04919431,2.22159112,6.18783622,2.45e-06,4.07e-06
poor_release,simultaneous,3.0,56.23413251903491,72.0,1.497e-05,1.963e-05,1.485e-05,0.99688032,4.79e-06,1.046e-05,1888.18077717,1985.25540277,2.10794075,9.09639587,1.526e-05,2.073e-05
poor_release,simultaneous,3.0,146.77992676220705,24.0,0.0,0.0,0.0,0.99966021,0.0,0.0,972.42124178,1035.56369149,0.68660314,1.14385777,0.0,0.0
poor_release,simultaneous,3.0,146.77992676220705,48.0,1.5e-07,2.4e-07,1.5e-07,0.99907907,1e-07,1.2e-07,805.9869284,870.74947528,0.87156109,2.46396315,2e-07,2.6e-07
poor_release,simultaneous,3.0,146.77992676220705,72.0,9.5e-07,1.24e-06,9.4e-07,0.99877084,3e-07,6.6e-07,733.10015042,770.69089237,0.82064613,3.59326414,1.08e-06,1.28e-06
poor_release,simultaneous,3.0,383.1186849557293,24.0,0.0,0.0,0.0,0.99986572,0.0,0.0,374.71212713,400.86960819,0.26847135,0.44935295,0.0,0.0
poor_release,simultaneous,3.0,383.1186849557293,48.0,1e-08,1e-08,1e-08,0.99964094,1e-08,1e-08,310.33807075,335.4257359,0.33704883,0.95872347,1e-08,2e-08
poor_release,simultaneous,3.0,383.1186849557293,72.0,6e-08,7e-08,6e-08,0.99952335,2e-08,4e-08,282.33625453,296.79638673,0.31638967,1.39363961,7e-08,7e-08
poor_release,simultaneous,3.0,1000.0,24.0,0.0,0.0,0.0,0.99994797,0.0,0.0,143.8729539,154.17971949,0.10363704,0.17374396,0.0,0.0
poor_release,simultaneous,3.0,1000.0,48.0,0.0,0.0,0.0,0.99986153,0.0,0.0,119.12479254,128.77550009,0.12958477,0.36941963,0.0,0.0
poor_release,simultaneous,3.0,1000.0,72.0,0.0,0.0,0.0,0.99981652,0.0,0.0,108.38686167,113.93496446,0.12150579,0.53637738,0.0,0.0
poor_release,simultaneous,100.0,0.01,24.0,0.0,0.0,0.0,0.99998472,0.0,0.0,114.03431767,90.92928852,0.04155436,0.06132572,0.0,0.0
poor_release,simultaneous,100.0,0.01,48.0,0.0,0.0,0.0,0.9999226,0.0,0.0,137.78115278,133.04534829,0.10088525,0.2223604,0.0,0.0
poor_release,simultaneous,100.0,0.01,72.0,0.0,0.0,0.0,0.99985252,0.0,0.0,141.19559624,143.04533765,0.1306672,0.41582437,0.0,0.0
poor_release,simultaneous,100.0,0.026101572156825372,24.0,0.0,0.0,0.0,0.99996013,0.0,0.0,297.49106199,237.24819664,0.10843481,0.16003177,0.0,0.0
poor_release,simultaneous,100.0,0.026101572156825372,48.0,0.0,0.0,0.0,0.99979815,0.0,0.0,359.25412203,346.96014391,0.26315143,0.58008168,0.0,0.0
poor_release,simultaneous,100.0,0.026101572156825372,72.0,3e-08,4e-08,3e-08,0.99961566,1e-08,2e-08,368.03063945,372.89262216,0.34070308,1.08449688,0.0,6e-08
poor_release,simultaneous,100.0,0.06812920690579614,24.0,0.0,0.0,0.0,0.999896,0.0,0.0,775.42153936,618.62794913,0.2828352,0.41744707,0.0,0.0
poor_release,simultaneous,100.0,0.06812920690579614,48.0,3e-08,5e-08,3e-08,0.9994744,3e-08,2e-08,935.11356739,903.49008387,0.68566289,1.51194378,0.0,8e-08
poor_release,simultaneous,100.0,0.06812920690579614,72.0,4.9e-07,7e-07,4.7e-07,0.99900064,2.4e-07,3.6e-07,957.08098694,970.00625136,0.88681452,2.82471034,0.0,1e-06
poor_release,simultaneous,100.0,0.1778279410038923,24.0,0.0,0.0,0.0,0.99972911,0.0,0.0,2016.4581763,1610.34929273,0.73687976,1.08779285,0.0,0.0
poor_release,simultaneous,100.0,0.1778279410038923,48.0,5e-07,9.4e-07,4.7e-07,0.99863642,4.7e-07,4.1e-07,2422.52667466,2343.28345989,1.7812436,3.9312965,0.0,1.34e-06
poor_release,simultaneous,100.0,0.1778279410038923,72.0,8.47e-06,1.211e-05,8.05e-06,0.99741352,4.06e-06,6.22e-06,2473.16734707,2508.57948549,2.29730482,7.33080704,0.0,1.719e-05
poor_release,simultaneous,100.0,0.464158883361278,24.0,1e-08,5e-08,1e-08,0.99929684,4e-08,1e-08,5208.70306232,4171.78139264,1.91360855,2.82638477,0.0,7e-08
poor_release,simultaneous,100.0,0.464158883361278,48.0,8.47e-06,1.591e-05,8.04e-06,0.9964945,7.86e-06,6.94e-06,6187.71312192,6005.79660211,4.58739208,10.15089921,0.0,2.26e-05
poor_release,simultaneous,100.0,0.464158883361278,72.0,0.00013911,0.0001977,0.00013218,0.99333656,6.553e-05,0.00010179,6269.12535748,6374.28908644,5.8670577,18.82353036,0.0,0.00028069
poor_release,simultaneous,100.0,1.2115276586285888,24.0,2.5e-07,8.6e-07,2.4e-07,0.99819278,6.2e-07,2.3e-07,13153.54012496,10638.78776431,4.91880295,7.2771386,0.0,1.22e-06
poor_release,simultaneous,100.0,1.2115276586285888,48.0,0.00013233,0.00024549,0.00012572,0.99118032,0.00011977,0.00010823,15007.31778481,14748.40765277,11.46112635,25.59008211,0.0,0.00034859
poor_release,simultaneous,100.0,1.2115276586285888,72.0,0.00196253,0.00274207,0.00186487,0.98250724,0.0008772,0.00142352,14802.77366914,15178.78496145,14.22724369,46.53699351,1.5e-07,0.00388926
poor_release,simultaneous,100.0,3.1622776601683795,24.0,3.93e-06,1.308e-05,3.73e-06,0.99551587,9.34e-06,3.51e-06,29617.76930106,25172.8785993,12.08362552,18.01048969,0.0,1.857e-05
poor_release,simultaneous,100.0,3.1622776601683795,48.0,0.00150018,0.00266094,0.00142581,0.97932079,0.00123513,0.00121509,28960.61348545,29686.92344642,24.78427969,57.6568958,1.9e-07,0.00376748
poor_release,simultaneous,100.0,3.1622776601683795,72.0,0.01597979,0.02122038,0.01520854,0.9539499,0.00601184,0.01125015,27223.44578602,28316.79926539,27.88751484,97.97626859,1.603e-05,0.02971662
poor_release,simultaneous,100.0,8.25404185268019,24.0,3.629e-05,0.00011198,3.45e-05,0.99065222,7.748e-05,3.224e-05,45141.04601417,42637.07900644,23.29402658,35.94536603,1e-08,0.00015823
poor_release,simultaneous,100.0,8.25404185268019,48.0,0.00624423,0.01036032,0.00598152,0.96222294,0.00437881,0.00498723,39199.43194915,41835.35941258,38.23067562,96.10635556,0.00015281,0.01375112
poor_release,simultaneous,100.0,8.25404185268019,72.0,0.04527312,0.05851579,0.04392647,0.9120489,0.01458932,0.03125139,34850.84333156,36889.92824407,38.55762216,150.48076977,0.00929168,0.07081342
poor_release,simultaneous,100.0,21.544346900318843,24.0,0.00010855,0.00031557,0.00010435,0.98579087,0.00021122,9.689e-05,48561.91387203,51396.93710437,32.12919349,51.75789224,1.602e-05,0.00040783
poor_release,simultaneous,100.0,21.544346900318843,48.0,0.01153771,0.01882373,0.01131843,0.94998177,0.0075053,0.00930837,39489.41489792,42856.35015426,42.64638296,117.1213489,0.00828049,0.02118568
poor_release,simultaneous,100.0,21.544346900318843,72.0,0.06777845,0.08666227,0.06713769,0.88530572,0.01952458,0.04639742,35647.26046745,37573.54039748,40.14706621,172.42279525,0.06142943,0.09181447
poor_release,simultaneous,100.0,56.23413251903491,24.0,0.00017442,0.00049854,0.00017106,0.98332282,0.00032748,0.00015828,47988.13761195,51918.38909238,34.98385676,58.36317722,0.00021645,0.00056287
poor_release,simultaneous,100.0,56.23413251903491,48.0,0.01436042,0.02315777,0.01425671,0.94510379,0.00890106,0.01161994,39447.50835844,42754.254375,43.31335099,123.7045329,0.01798594,0.02419982
poor_release,simultaneous,100.0,56.23413251903491,72.0,0.07642218,0.09702858,0.07616983,0.87569948,0.02085874,0.0518462,35790.11267522,37660.9745151,40.32578666,178.99812475,0.0870052,0.0989872
poor_release,simultaneous,100.0,146.77992676220705,24.0,6.031e-05,0.00017306,5.97e-05,0.98833661,0.00011336,5.52e-05,32522.36196681,35070.82487497,23.81052137,40.03532784,0.0001186,0.00018467
poor_release,simultaneous,100.0,146.77992676220705,48.0,0.00503675,0.00820144,0.00501522,0.9659868,0.00318622,0.0040946,26860.54032916,29068.56740695,29.40390419,84.3322181,0.00711321,0.00842644
poor_release,simultaneous,100.0,146.77992676220705,72.0,0.02833307,0.03641435,0.02826777,0.93553253,0.00814659,0.01942354,24417.65264186,25676.21981831,27.44277265,121.9833088,0.03380927,0.03695523
poor_release,simultaneous,100.0,383.1186849557293,24.0,3.46e-06,1e-05,3.42e-06,0.99548925,6.58e-06,3.17e-06,12505.42085872,13428.66923533,9.06642964,15.22822569,7.34e-06,1.063e-05
poor_release,simultaneous,100.0,383.1186849557293,48.0,0.00031531,0.00051976,0.0003139,0.98797782,0.00020585,0.00025733,10348.27683581,11189.97024116,11.28091688,32.24575407,0.00045343,0.00053538
poor_release,simultaneous,100.0,383.1186849557293,72.0,0.00190937,0.00248389,0.00190423,0.98282789,0.00057966,0.0013235,9413.44211802,9896.13805867,10.56109595,46.74988011,0.00229281,0.00252915
poor_release,simultaneous,100.0,1000.0,24.0,2e-07,5.7e-07,1.9e-07,0.99826153,3.8e-07,1.8e-07,4797.38247969,5147.79934038,3.47060014,5.82620436,4.2e-07,6.1e-07
poor_release,simultaneous,100.0,1000.0,48.0,1.852e-05,3.065e-05,1.844e-05,0.99540584,1.222e-05,1.513e-05,3971.13199048,4293.49882206,4.3254959,12.35343195,2.676e-05,3.162e-05
poor_release,simultaneous,100.0,1000.0,72.0,0.00011476,0.00014981,0.00011444,0.99386051,3.537e-05,7.98e-05,3613.0550901,3798.06652455,4.05199768,17.91935351,0.00013813,0.0001527
poor_release,primary_first,0.1,0.01,24.0,0.0,0.0,0.0,0.99999818,0.0,0.0,30.17163975,20.57734356,0.0070085,0.00925659,0.0,0.0
poor_release,primary_first,0.1,0.01,48.0,0.0,0.0,0.0,0.99998271,0.0,0.0,38.93345561,37.09966281,0.02605787,0.0517438,0.0,0.0
poor_release,primary_first,0.1,0.01,72.0,0.0,0.0,0.0,0.99996183,0.0,0.0,39.48010587,40.14145546,0.03613835,0.10607393,0.0,0.0
poor_release,primary_first,0.1,0.026101572156825372,24.0,0.0,0.0,0.0,0.99999537,0.0,0.0,76.34064541,52.14814216,0.01779069,0.02350531,0.0,0.0
poor_release,primary_first,0.1,0.026101572156825372,48.0,0.0,0.0,0.0,0.99995624,0.0,0.0,98.35741291,93.74789458,0.06590231,0.13095773,0.0,0.0
poor_release,primary_first,0.1,0.026101572156825372,72.0,0.0,0.0,0.0,0.99990352,0.0,0.0,99.74013043,101.41067945,0.09131787,0.26822133,0.0,0.0
poor_release,primary_first,0.1,0.06812920690579614,24.0,0.0,0.0,0.0,0.9999887,0.0,0.0,184.00710573,126.22279251,0.04324941,0.05719273,0.0,0.0
poor_release,primary_first,0.1,0.06812920690579614,48.0,0.0,0.0,0.0,0.99989434,0.0,0.0,236.09867784,225.18715034,0.15865963,0.31587822,0.0,0.0
poor_release,primary_first,0.1,0.06812920690579614,72.0,0.0,1e-08,0.0,0.99976795,0.0,0.0,239.41343945,243.42537072,0.21933792,0.64542608,0.0,1e-08
poor_release,primary_first,0.1,0.1778279410038923,24.0,0.0,0.0,0.0,0.99997502,0.0,0.0,394.81635347,273.69031575,0.09481743,0.12567235,0.0,0.0
poor_release,primary_first,0.1,0.1778279410038923,48.0,0.0,0.0,0.0,0.99977229,0.0,0.0,501.4007964,479.09524151,0.33949696,0.67914885,0.0,0.0
poor_release,primary_first,0.1,0.1778279410038923,72.0,5e-08,7e-08,5e-08,0.9995046,3e-08,4e-08,508.21660498,516.80126989,0.46649756,1.37924823,0.0,1e-07
poor_release,primary_first,0.1,0.464158883361278,24.0,0.0,0.0,0.0,0.99995483,0.0,0.0,671.44018805,475.06747037,0.16836942,0.22426122,0.0,0.0
poor_release,primary_first,0.1,0.464158883361278,48.0,1e-08,2e-08,1e-08,0.99960875,1e-08,1e-08,835.71337752,801.98378596,0.57492942,1.16119888,0.0,2e-08
poor_release,primary_first,0.1,0.464158883361278,72.0,2.3e-07,3.4e-07,2.2e-07,0.99916476,1.2e-07,1.7e-07,843.80858343,859.04046414,0.77933185,2.32807825,0.0,4.9e-07
poor_release,primary_first,0.1,1.2115276586285888,24.0,0.0,0.0,0.0,0.99993927,0.0,0.0,836.15834426,605.98140277,0.22093595,0.29625416,0.0,0.0
poor_release,primary_first,0.1,1.2115276586285888,48.0,2e-08,4e-08,2e-08,0.99950747,2e-08,1e-08,992.8114313,965.43541715,0.70767594,1.45006498,0.0,5e-08
poor_release,primary_first,0.1,1.2115276586285888,72.0,4.2e-07,6.2e-07,4e-07,0.998983,2.2e-07,3.1e-07,981.38584816,1005.33960025,0.92755648,2.83237853,0.0,8.7e-07
poor_release,primary_first,0.1,3.1622776601683795,24.0,0.0,0.0,0.0,0.99993932,0.0,0.0,738.5553573,562.95720378,0.2142425,0.2896943,0.0,0.0
poor_release,primary_first,0.1,3.1622776601683795,48.0,1e-08,2e-08,1e-08,0.99955823,1e-08,1e-08,781.30747589,781.80588705,0.60390019,1.27673632,0.0,3e-08
poor_release,primary_first,0.1,3.1622776601683795,72.0,2.3e-07,3.2e-07,2.2e-07,0.99914957,1.1e-07,1.7e-07,748.54808989,773.92718146,0.73762292,2.36292142,0.0,4.5e-07
poor_release,primary_first,0.1,8.25404185268019,24.0,0.0,0.0,0.0,0.99995834,0.0,0.0,437.05696115,352.92765989,0.14158038,0.19354222,0.0,0.0
poor_release,primary_first,0.1,8.25404185268019,48.0,0.0,0.0,0.0,0.99973122,0.0,0.0,409.29121651,423.25541757,0.34722508,0.76145226,0.0,1e-08
poor_release,primary_first,0.1,8.25404185268019,72.0,4e-08,5e-08,3e-08,0.99952056,2e-08,3e-08,378.50229344,395.5288846,0.39191656,1.32989413,1e-08,6e-08
poor_release,primary_first,0.1,21.544346900318843,24.0,0.0,0.0,0.0,0.99997872,0.0,0.0,194.30606728,165.0343141,0.06970864,0.09633945,0.0,0.0
poor_release,primary_first,0.1,21.544346900318843,48.0,0.0,0.0,0.0,0.99987561,0.0,0.0,173.40759721,181.84065349,0.15446634,0.34802832,0.0,0.0
poor_release,primary_first,0.1,21.544346900318843,72.0,0.0,0.0,0.0,0.9997879,0.0,0.0,158.88824922,166.49340552,0.16777439,0.58918128,0.0,0.0
poor_release,primary_first,0.1,56.23413251903491,24.0,0.0,0.0,0.0,0.99999042,0.0,0.0,79.81451165,70.24645149,0.03068394,0.04268542,0.0,0.0
poor_release,primary_first,0.1,56.23413251903491,48.0,0.0,0.0,0.0,0.99994742,0.0,0.0,68.9562756,72.95452516,0.06353022,0.14589641,0.0,0.0
poor_release,primary_first,0.1,56.23413251903491,72.0,0.0,0.0,0.0,0.99991303,0.0,0.0,62.97161578,66.0591972,0.06727051,0.24195438,0.0,0.0
poor_release,primary_first,0.1,146.77992676220705,24.0,0.0,0.0,0.0,0.999996,0.0,0.0,31.40678742,28.23253879,0.0126149,0.01763316,0.0,0.0
poor_release,primary_first,0.1,146.77992676220705,48.0,0.0,0.0,0.0,0.99997889,0.0,0.0,26.78805432,28.45086665,0.02510397,0.05831273,0.0,0.0
poor_release,primary_first,0.1,146.77992676220705,72.0,0.0,0.0,0.0,0.99996566,0.0,0.0,24.4407236,25.64828663,0.02624868,0.09566388,0.0,0.0
poor_release,primary_first,0.1,383.1186849557293,24.0,0.0,0.0,0.0,0.9999984,0.0,0.0,12.16516909,11.05460021,0.00499999,0.007007,0.0,0.0
poor_release,primary_first,0.1,383.1186849557293,48.0,0.0,0.0,0.0,0.99999173,0.0,0.0,10.31838465,10.9784761,0.00975085,0.02278423,0.0,0.0
poor_release,primary_first,0.1,383.1186849557293,72.0,0.0,0.0,0.0,0.99998666,0.0,0.0,9.41069679,9.87723922,0.01013284,0.0371779,0.0,0.0
poor_release,primary_first,0.1,1000.0,24.0,0.0,0.0,0.0,0.99999937,0.0,0.0,4.68273821,4.27849645,0.00194732,0.00273253,0.0,0.0
poor_release,primary_first,0.1,1000.0,48.0,0.0,0.0,0.0,0.9999968,0.0,0.0,3.96148214,4.21854469,0.00375915,0.00881017,0.0,0.0
poor_release,primary_first,0.1,1000.0,72.0,0.0,0.0,0.0,0.99999486,0.0,0.0,3.6123624,3.79174547,0.00389451,0.01433748,0.0,0.0
poor_release,primary_first,3.0,0.01,24.0,0.0,0.0,0.0,0.99998815,0.0,0.0,112.83721284,90.26751393,0.03793965,0.05281799,0.0,0.0
poor_release,primary_first,3.0,0.01,48.0,0.0,0.0,0.0,0.99992706,0.0,0.0,130.7431056,127.46004891,0.09728952,0.20969677,0.0,0.0
poor_release,primary_first,3.0,0.01,72.0,0.0,0.0,0.0,0.99985956,0.0,0.0,132.20290622,134.49116161,0.12405012,0.39303839,0.0,0.0
poor_release,primary_first,3.0,0.026101572156825372,24.0,0.0,0.0,0.0,0.99996913,0.0,0.0,294.22014156,235.35650097,0.09888453,0.13764126,0.0,0.0
poor_release,primary_first,3.0,0.026101572156825372,48.0,0.0,0.0,0.0,0.99980994,0.0,0.0,340.74323827,332.23463514,0.2536233,0.54663086,0.0,0.0
poor_release,primary_first,3.0,0.026101572156825372,72.0,2e-08,3e-08,2e-08,0.99963421,1e-08,2e-08,344.43292525,350.43147727,0.32329172,1.02443036,0.0,5e-08
poor_release,primary_first,3.0,0.06812920690579614,24.0,0.0,0.0,0.0,0.99991987,0.0,0.0,765.87293274,612.55172301,0.25711209,0.35773614,0.0,0.0
